cg21237418,cg14001567,cg18396533,cg14672994,cg06630737,cg06834875,cg17820591,cg17927917,cg08912400,cg04809787,cg26163537,cg23696834,cg23749760,cg24101359,cg27522780,cg20025656,cg02867079,cg09619786,cg12281657,cg09052983,cg26200580,cg23214764,cg24178740,cg13134662,cg02595219,cg01185080,cg07360076,cg08727202,cg15835825,cg18107072,cg04749104,cg14170423,cg05970437,cg26453588,cg14204735,cg14849559,cg12613383,cg07895149,cg01457653,cg18877506,cg21700166,cg13488201,cg02914379,cg03005261,cg17679246,cg00651216,cg00273068,cg14892066,cg13097407,cg12800028
0.72229,0.03396,0.68245,0.6937,0.7964,0.82577,0.69031,0.47972,0.7458,0.38899,0.73788,0.67273,0.72447,0.74105,0.45326,0.71279,0.84216,0.70298,0.75871,0.66892,0.71512,0.70772,0.45831,0.4754,0.79798,0.69772,0.64935,0.72782,0.04627,0.65864,0.78703,0.73001,0.79833,0.77141,0.80182,0.67343,0.3107,0.68077,0.51642,0.70847,0.5534,0.69592,0.7099,0.79733,0.20043,0.51829,0.68509,0.59557,0.83599,0.08504
0.15301,0.02759,0.24854,0.14931,0.06726,0.56032,0.20017,0.07803,0.43264,0.15162,0.26406,0.07673,0.31488,0.13998,0.07584,0.17492,0.15991,0.08184,0.47367,0.04799,0.08407,0.15366,0.37143,0.0934,0.46643,0.10351,0.15661,0.41659,0.51727,0.3307,0.10013,0.55178,0.09095,0.20922,0.52239,0.03363,0.26808,0.07352,0.05873,0.04039,0.15232,0.10638,0.29017,0.19379,0.0779,0.11073,0.47089,0.07092,0.1242,0.6595
0.74645,0.03741,0.69973,0.76371,0.77275,0.79678,0.797,0.60873,0.76213,0.52273,0.76395,0.68929,0.67239,0.72675,0.63279,0.7228,0.80017,0.74064,0.79293,0.7128,0.70415,0.72847,0.75305,0.57569,0.81062,0.69003,0.70839,0.80041,0.04804,0.70991,0.66953,0.73438,0.78553,0.65898,0.82135,0.63517,0.73034,0.76151,0.3633,0.7518,0.62376,0.72137,0.71672,0.85302,0.58629,0.6273,0.72347,0.79789,0.87337,0.09998
0.75474,0.03619,0.77829,0.7232,0.57367,0.82996,0.81872,0.74924,0.74963,0.76387,0.79925,0.69934,0.69799,0.76781,0.51711,0.7137,0.81184,0.78265,0.80786,0.73206,0.35312,0.76914,0.757,0.2647,0.79705,0.8218,0.74453,0.5544,0.06066,0.73953,0.51654,0.76045,0.60774,0.83113,0.81959,0.77123,0.22655,0.56649,0.46793,0.79745,0.60259,0.76476,0.72773,0.86882,0.53372,0.58603,0.70108,0.42492,0.83163,0.15698
0.74186,0.03373,0.8431,0.73889,0.78176,0.82093,0.80863,0.7274,0.76744,0.71217,0.7765,0.71277,0.74284,0.76547,0.68041,0.61677,0.84574,0.75535,0.78691,0.7139,0.5827,0.78981,0.65818,0.40658,0.81469,0.44364,0.69684,0.79881,0.04079,0.73399,0.81289,0.73389,0.60052,0.84733,0.86037,0.71152,0.58093,0.74522,0.27214,0.73212,0.66606,0.75039,0.74789,0.80732,0.43873,0.57279,0.75066,0.75547,0.38509,0.09184
0.83204,0.0341,0.82746,0.79565,0.86308,0.83462,0.80879,0.81755,0.81003,0.82007,0.81318,0.73958,0.75725,0.78891,0.5567,0.55478,0.86796,0.78913,0.82347,0.76356,0.69284,0.82026,0.76632,0.35636,0.85157,0.69392,0.86325,0.81091,0.04864,0.81658,0.83008,0.75945,0.83159,0.84762,0.84492,0.75946,0.74349,0.86322,0.62335,0.77547,0.76202,0.77337,0.69559,0.87011,0.7714,0.62811,0.80497,0.81128,0.70104,0.11932
0.73166,0.04804,0.77263,0.66986,0.66851,0.78829,0.69798,0.67923,0.70231,0.659,0.76009,0.62438,0.66321,0.76119,0.37365,0.67763,0.74454,0.65802,0.70076,0.58502,0.49028,0.7043,0.62978,0.39178,0.74915,0.63064,0.75308,0.70024,0.04568,0.65871,0.72934,0.70909,0.77139,0.73686,0.76003,0.59525,0.63031,0.77888,0.68616,0.63913,0.67796,0.65012,0.64996,0.69445,0.78239,0.61533,0.64272,0.62007,0.76882,0.19824
0.82926,0.04094,0.86261,0.8077,0.89312,0.86303,0.88017,0.71004,0.84933,0.81579,0.85275,0.74461,0.78828,0.83664,0.81748,0.84119,0.91919,0.77756,0.84474,0.80903,0.64458,0.79838,0.82671,0.57315,0.87845,0.83483,0.87469,0.84976,0.06194,0.83904,0.91376,0.81568,0.90887,0.8726,0.8545,0.86862,0.74165,0.86673,0.81647,0.85842,0.70799,0.82706,0.79441,0.89296,0.8519,0.70962,0.77458,0.65353,0.91696,0.06047
0.71129,0.05161,0.82647,0.63594,0.68186,0.8132,0.77528,0.63643,0.77789,0.71401,0.738,0.68236,0.75374,0.72302,0.4356,0.72769,0.806,0.64377,0.7243,0.643,0.55024,0.72739,0.77684,0.46368,0.77753,0.6509,0.70538,0.77511,0.06379,0.68801,0.569,0.73789,0.72646,0.6843,0.75992,0.58451,0.6735,0.24132,0.62283,0.67818,0.55117,0.68692,0.6827,0.77448,0.74694,0.62621,0.68099,0.51836,0.8006,0.11256
0.77533,0.03475,0.78421,0.74347,0.79073,0.83063,0.77457,0.76563,0.73386,0.56696,0.77796,0.6708,0.74323,0.7853,0.69664,0.70813,0.84744,0.73746,0.78493,0.70383,0.70831,0.81014,0.73336,0.21372,0.80015,0.7109,0.73549,0.74989,0.05061,0.70969,0.80176,0.75315,0.7982,0.82099,0.78813,0.71755,0.70317,0.63274,0.53831,0.67627,0.7055,0.71019,0.7462,0.82715,0.54489,0.63109,0.7231,0.68462,0.83859,0.11085
0.77082,0.03309,0.38052,0.64508,0.62517,0.82161,0.47563,0.78223,0.6293,0.45087,0.78142,0.73358,0.57933,0.86118,0.81799,0.73657,0.77504,0.67014,0.8403,0.77556,0.32654,0.33032,0.53014,0.11273,0.80298,0.18705,0.79883,0.59666,0.04625,0.72497,0.10086,0.72058,0.85265,0.59158,0.80994,0.72922,0.21117,0.80419,0.39062,0.83775,0.44834,0.73134,0.45926,0.87054,0.07335,0.20419,0.69028,0.25118,0.89533,0.11017
0.7841,0.04027,0.84614,0.82949,0.82462,0.8018,0.79189,0.7558,0.79642,0.71172,0.81372,0.72615,0.79511,0.85269,0.47694,0.73658,0.86584,0.83531,0.8334,0.77174,0.68561,0.81471,0.82363,0.24645,0.83378,0.76639,0.78994,0.78661,0.0512,0.73287,0.84409,0.77877,0.8597,0.86098,0.82807,0.7741,0.66203,0.66249,0.75481,0.79167,0.7023,0.8197,0.73553,0.85606,0.80906,0.68143,0.50153,0.84108,0.90343,0.0797
0.65337,0.054,0.63861,0.6368,0.66312,0.73202,0.67702,0.57202,0.63553,0.55852,0.63758,0.55856,0.6409,0.76061,0.53317,0.64881,0.65911,0.62082,0.64774,0.55885,0.38029,0.60132,0.59517,0.5372,0.65464,0.66137,0.65344,0.73935,0.05208,0.56751,0.57344,0.59007,0.63869,0.74992,0.70005,0.61932,0.48944,0.68434,0.60433,0.6675,0.49241,0.63623,0.58282,0.69149,0.50603,0.53912,0.5981,0.68681,0.68143,0.1793
0.72615,0.03178,0.77315,0.65749,0.80297,0.80872,0.73597,0.59877,0.71185,0.73425,0.76223,0.65437,0.64737,0.814,0.53315,0.73109,0.8118,0.70708,0.80274,0.68281,0.66435,0.7744,0.5721,0.50304,0.79562,0.72658,0.69301,0.76459,0.0537,0.64055,0.31652,0.6913,0.78435,0.82398,0.76728,0.62059,0.63974,0.77109,0.60889,0.52486,0.31129,0.69541,0.69526,0.78865,0.23557,0.61461,0.66348,0.45734,0.72762,0.10663
0.68854,0.03729,0.6771,0.6607,0.68825,0.76197,0.731,0.50488,0.67095,0.63512,0.73508,0.60566,0.68846,0.6994,0.19869,0.71392,0.75131,0.65581,0.77243,0.56708,0.52627,0.55205,0.65812,0.35859,0.72069,0.54925,0.68777,0.73739,0.0476,0.63143,0.58902,0.65371,0.55153,0.76661,0.76543,0.54439,0.58604,0.51817,0.48568,0.52557,0.60184,0.6782,0.66219,0.78147,0.4293,0.38888,0.66112,0.45934,0.7896,0.10673
0.76626,0.03859,0.78904,0.7451,0.75537,0.78177,0.58738,0.52783,0.71578,0.33783,0.68681,0.66918,0.67432,0.82716,0.3692,0.69662,0.75057,0.70182,0.72723,0.62875,0.76464,0.64014,0.64337,0.14827,0.80577,0.67094,0.77311,0.73191,0.07473,0.66772,0.69397,0.6987,0.67684,0.64131,0.74498,0.72023,0.60837,0.77428,0.63913,0.70966,0.55882,0.67277,0.66725,0.80143,0.24498,0.40746,0.6989,0.62238,0.85128,0.12005
0.77831,0.04064,0.82644,0.71505,0.8299,0.81959,0.77747,0.69985,0.71609,0.75947,0.77918,0.70702,0.7405,0.72619,0.76364,0.73927,0.79434,0.7643,0.7977,0.70385,0.76088,0.72623,0.64724,0.48104,0.8446,0.7475,0.78616,0.76212,0.05161,0.69056,0.44037,0.73019,0.79451,0.79506,0.81571,0.69043,0.54685,0.79606,0.59912,0.49716,0.62606,0.71967,0.60795,0.79654,0.71784,0.66713,0.71806,0.30447,0.78358,0.16132
0.76932,0.07555,0.78677,0.71315,0.81145,0.80055,0.73921,0.6004,0.72482,0.78693,0.77775,0.73581,0.74694,0.77187,0.06711,0.80517,0.87772,0.75622,0.84462,0.78645,0.59723,0.65691,0.49185,0.35137,0.65939,0.47327,0.75446,0.5858,0.06177,0.76649,0.83242,0.71807,0.881,0.59084,0.82719,0.74732,0.18507,0.85088,0.55172,0.77241,0.33211,0.78409,0.71045,0.83515,0.56368,0.43645,0.76194,0.06843,0.89052,0.12569
0.69538,0.05578,0.71814,0.60326,0.62765,0.72836,0.57873,0.35553,0.57485,0.65152,0.58802,0.53675,0.62718,0.62998,0.57791,0.64824,0.74824,0.58551,0.61821,0.42929,0.7032,0.68406,0.67844,0.4232,0.68398,0.63382,0.50145,0.53666,0.08003,0.54986,0.64173,0.62165,0.70335,0.75778,0.75093,0.58139,0.58551,0.73467,0.55883,0.52087,0.5947,0.59085,0.60826,0.67643,0.56133,0.58299,0.60957,0.50377,0.65208,0.17413
0.74403,0.0446,0.7515,0.69362,0.75298,0.78863,0.76711,0.6506,0.80146,0.71893,0.77295,0.65417,0.63805,0.70634,0.65212,0.71997,0.79562,0.69636,0.78258,0.6189,0.67255,0.78612,0.71781,0.39221,0.78904,0.5346,0.77603,0.71395,0.05106,0.67609,0.60074,0.74992,0.76086,0.76462,0.80868,0.73054,0.61872,0.77849,0.70759,0.7336,0.63892,0.72064,0.68522,0.77353,0.62782,0.47788,0.69271,0.5101,0.80668,0.17318
0.77162,0.03166,0.77855,0.76588,0.74619,0.84695,0.77548,0.74677,0.78523,0.75665,0.80786,0.68766,0.77472,0.69701,0.70644,0.73032,0.80652,0.74964,0.801,0.69443,0.81406,0.81037,0.74959,0.35364,0.83081,0.7458,0.77707,0.73173,0.06054,0.72293,0.77912,0.78127,0.77937,0.79106,0.83262,0.6703,0.57827,0.79958,0.31113,0.6819,0.76523,0.72769,0.72924,0.79176,0.62457,0.64687,0.74896,0.7731,0.82343,0.10396
0.73417,0.03993,0.79954,0.73223,0.80354,0.80106,0.78615,0.70685,0.75491,0.73377,0.75549,0.69588,0.73553,0.82441,0.70607,0.70384,0.78786,0.63061,0.78801,0.6872,0.75394,0.67712,0.6957,0.27055,0.7861,0.79276,0.73808,0.77767,0.0496,0.72034,0.25742,0.72972,0.60773,0.83564,0.82289,0.75654,0.55985,0.81846,0.65423,0.77169,0.32325,0.72024,0.52062,0.79518,0.59486,0.32052,0.71767,0.71904,0.8255,0.12913
0.27698,0.03475,0.39717,0.16342,0.0692,0.5496,0.06298,0.05261,0.1527,0.31854,0.17162,0.06306,0.16133,0.05355,0.08401,0.3841,0.19247,0.05844,0.06064,0.07396,0.1788,0.08494,0.33846,0.09601,0.20664,0.26275,0.06021,0.44601,0.3845,0.15469,0.0862,0.25022,0.06046,0.39861,0.18214,0.04891,0.26326,0.06165,0.05167,0.10091,0.1507,0.16057,0.25799,0.23314,0.03889,0.18307,0.18704,0.10364,0.0605,0.27958
0.73796,0.04275,0.59351,0.68396,0.81073,0.79821,0.70489,0.73016,0.68686,0.54541,0.75928,0.66912,0.72888,0.76485,0.64922,0.65276,0.79768,0.68685,0.79697,0.69329,0.23092,0.71115,0.52225,0.52401,0.80657,0.78578,0.7219,0.65576,0.04389,0.71132,0.72506,0.74069,0.3632,0.56848,0.81429,0.62696,0.52542,0.57832,0.62476,0.3497,0.66115,0.71226,0.69779,0.82077,0.68471,0.67052,0.65775,0.44975,0.57953,0.09499
0.65219,0.04392,0.73711,0.61653,0.65084,0.7411,0.73325,0.703,0.70187,0.54543,0.71434,0.57206,0.63114,0.67803,0.60124,0.54735,0.68924,0.55413,0.67917,0.58655,0.6646,0.63811,0.66571,0.42853,0.70454,0.48002,0.686,0.72883,0.09909,0.61592,0.73077,0.67394,0.7253,0.62846,0.76049,0.60156,0.60215,0.62405,0.45229,0.61929,0.53019,0.60966,0.63297,0.73067,0.51824,0.5229,0.61879,0.48605,0.67504,0.15899
0.74886,0.03712,0.76256,0.69947,0.75089,0.78498,0.76482,0.73286,0.69538,0.59606,0.7304,0.63783,0.48973,0.77078,0.48494,0.73822,0.74558,0.7531,0.79303,0.64065,0.64443,0.58945,0.622,0.51366,0.79088,0.34514,0.74242,0.65638,0.05747,0.69221,0.55961,0.71469,0.77652,0.77303,0.82623,0.62485,0.63299,0.64354,0.4595,0.6896,0.50675,0.72577,0.71755,0.83559,0.49658,0.42877,0.68307,0.51276,0.72396,0.11705
0.68177,0.0456,0.724,0.71504,0.77894,0.78141,0.75502,0.61184,0.72779,0.65992,0.73693,0.63288,0.66053,0.70286,0.40704,0.69216,0.80282,0.65808,0.7598,0.67829,0.52477,0.77312,0.66875,0.4272,0.80164,0.74007,0.73117,0.73385,0.06773,0.68278,0.57104,0.68414,0.75631,0.76231,0.77397,0.55634,0.49075,0.73168,0.49089,0.71385,0.58502,0.66672,0.69198,0.79675,0.27056,0.45217,0.6819,0.75695,0.47648,0.14008
0.75303,0.04102,0.74932,0.67669,0.79106,0.77091,0.7491,0.68441,0.68492,0.69861,0.73533,0.63625,0.71762,0.72462,0.64046,0.65514,0.80551,0.69828,0.77368,0.64211,0.51247,0.6282,0.62554,0.51526,0.76975,0.69927,0.75173,0.68555,0.05927,0.6558,0.65738,0.72907,0.74089,0.72215,0.79771,0.6716,0.45285,0.73413,0.5673,0.69917,0.6265,0.68717,0.65812,0.78928,0.4306,0.55747,0.59123,0.69618,0.80743,0.12443
0.75182,0.04255,0.80014,0.71803,0.73577,0.8118,0.76737,0.72114,0.69849,0.73745,0.7434,0.67054,0.73165,0.74684,0.23923,0.75561,0.874,0.73707,0.70811,0.64872,0.74811,0.76156,0.7347,0.53824,0.77386,0.67726,0.75814,0.57854,0.04783,0.66141,0.59843,0.72708,0.80147,0.79503,0.78415,0.60808,0.63845,0.82817,0.49022,0.47601,0.40008,0.69202,0.69576,0.77965,0.76442,0.53127,0.70369,0.44652,0.75665,0.12778
0.62551,0.08747,0.50176,0.3546,0.12258,0.71027,0.04745,0.04507,0.53074,0.13394,0.54881,0.06601,0.41746,0.09435,0.104,0.50734,0.37019,0.07234,0.59989,0.08799,0.20793,0.11205,0.59405,0.08308,0.56137,0.28053,0.3062,0.58725,0.0968,0.13401,0.06406,0.28825,0.16157,0.40108,0.62271,0.05082,0.26736,0.08044,0.07023,0.05441,0.11728,0.31715,0.37732,0.46088,0.12226,0.13311,0.48697,0.15347,0.60952,0.46837
0.79773,0.03913,0.82329,0.79839,0.89343,0.80086,0.80574,0.83741,0.84551,0.80826,0.8324,0.70851,0.76613,0.84417,0.5719,0.7728,0.89505,0.80167,0.85101,0.47766,0.79065,0.6512,0.7213,0.46312,0.86589,0.78241,0.85382,0.7895,0.05161,0.81846,0.83038,0.78996,0.89263,0.85104,0.83994,0.69425,0.76413,0.42441,0.55062,0.78546,0.7633,0.76626,0.78341,0.8921,0.93637,0.64452,0.52511,0.59516,0.89702,0.10457
0.74894,0.03779,0.76813,0.67396,0.71411,0.83444,0.63017,0.72252,0.77309,0.66177,0.75429,0.6666,0.64788,0.73992,0.54754,0.69017,0.6316,0.65637,0.67715,0.59651,0.46145,0.77053,0.61202,0.18791,0.79146,0.61972,0.73369,0.72126,0.06137,0.6956,0.73446,0.72279,0.73824,0.76987,0.79571,0.62546,0.672,0.62955,0.5533,0.6277,0.53793,0.72,0.71342,0.78824,0.57006,0.53485,0.66478,0.75692,0.77441,0.12795
0.80636,0.04567,0.76788,0.75611,0.74989,0.81849,0.79139,0.78347,0.73941,0.71061,0.81288,0.68336,0.7052,0.85632,0.47902,0.75519,0.87249,0.76072,0.79879,0.69625,0.79084,0.71569,0.70169,0.54504,0.75357,0.53575,0.83,0.78152,0.04624,0.75112,0.84396,0.74189,0.79255,0.54786,0.86094,0.74586,0.59297,0.78512,0.79767,0.66706,0.61762,0.78408,0.76332,0.866,0.73831,0.5406,0.71299,0.23837,0.86229,0.09276
0.5882,0.04642,0.5877,0.55971,0.65559,0.76218,0.64679,0.53346,0.51475,0.59499,0.59335,0.52906,0.61984,0.90992,0.30492,0.5851,0.74461,0.52958,0.58552,0.47999,0.58292,0.52584,0.48511,0.39583,0.59157,0.60903,0.62722,0.68228,0.04812,0.5324,0.64791,0.54281,0.69964,0.64838,0.73581,0.51798,0.54309,0.67943,0.57104,0.5843,0.49605,0.56354,0.55735,0.64232,0.23753,0.54354,0.55574,0.17636,0.47329,0.19532
0.7984,0.04517,0.82942,0.83666,0.83493,0.82543,0.81224,0.861,0.80416,0.80165,0.78747,0.72855,0.74854,0.94289,0.7503,0.7867,0.79744,0.82106,0.90127,0.74313,0.81702,0.82611,0.73023,0.56277,0.86911,0.87167,0.84763,0.81987,0.04805,0.7583,0.85447,0.79552,0.83698,0.85948,0.81357,0.85812,0.77992,0.76141,0.79428,0.77268,0.60361,0.81638,0.76689,0.92516,0.88876,0.72002,0.78731,0.74712,0.91455,0.08454
0.48435,0.04191,0.60285,0.45547,0.36981,0.79726,0.44872,0.32449,0.51048,0.39782,0.54209,0.3876,0.48122,0.49825,0.26789,0.50773,0.56336,0.28694,0.37762,0.25721,0.56324,0.45114,0.5398,0.24769,0.56139,0.3063,0.44238,0.56786,0.05346,0.3687,0.47659,0.47865,0.45212,0.51562,0.55478,0.19692,0.35979,0.62518,0.34374,0.17577,0.39999,0.37724,0.43145,0.52107,0.38367,0.42034,0.46609,0.34746,0.42357,0.17926
0.73753,0.04501,0.72751,0.66337,0.82102,0.79042,0.73296,0.69043,0.70141,0.67063,0.71188,0.61042,0.70191,0.79609,0.64385,0.69369,0.80474,0.71869,0.6635,0.52898,0.72636,0.71056,0.69572,0.18326,0.7535,0.71051,0.67888,0.75577,0.06694,0.67131,0.74827,0.64989,0.78931,0.82853,0.82366,0.71262,0.66668,0.76661,0.77402,0.66699,0.72903,0.70176,0.6512,0.7298,0.69245,0.47536,0.70284,0.61502,0.81081,0.10985
0.07183,0.03747,0.21841,0.05161,0.06538,0.4066,0.03158,0.08733,0.06303,0.08947,0.17657,0.05649,0.24023,0.05092,0.05898,0.23403,0.09901,0.04705,0.06417,0.05626,0.07405,0.06421,0.12915,0.05997,0.52683,0.07484,0.03376,0.35885,0.40278,0.11166,0.04022,0.23176,0.07743,0.1758,0.20897,0.02533,0.15776,0.06351,0.05273,0.02875,0.09261,0.05357,0.11806,0.11584,0.0587,0.07422,0.17207,0.05686,0.04919,0.32637
0.52159,0.04352,0.67628,0.50143,0.37395,0.66078,0.15348,0.39391,0.32809,0.44743,0.52171,0.46146,0.5381,0.54671,0.23984,0.55074,0.59896,0.49066,0.45536,0.26133,0.34381,0.40078,0.34156,0.06677,0.50612,0.31024,0.46759,0.65763,0.06136,0.39015,0.42152,0.4544,0.30566,0.62821,0.6447,0.39435,0.47663,0.62046,0.42317,0.36749,0.24205,0.45724,0.33048,0.53188,0.24722,0.11523,0.38431,0.47766,0.43508,0.25209
0.75957,0.03263,0.7227,0.75631,0.81988,0.79886,0.76699,0.24844,0.79117,0.78091,0.7921,0.71981,0.75368,0.76571,0.40322,0.7511,0.86068,0.74048,0.8286,0.7232,0.56792,0.79229,0.7459,0.46454,0.83595,0.775,0.77798,0.73921,0.04966,0.7454,0.57014,0.78314,0.81467,0.84031,0.83343,0.72916,0.46429,0.72015,0.5436,0.84895,0.58904,0.75745,0.64252,0.86949,0.4574,0.40105,0.72448,0.58918,0.652,0.10393
0.78386,0.03783,0.81537,0.73513,0.76355,0.81507,0.76947,0.73468,0.76203,0.75066,0.79304,0.72948,0.74116,0.81525,0.70541,0.73524,0.81264,0.76924,0.81002,0.75091,0.17342,0.79678,0.71905,0.29318,0.82557,0.77784,0.75852,0.77966,0.05069,0.73554,0.77625,0.76282,0.6628,0.82687,0.84514,0.66186,0.70254,0.76078,0.5929,0.72881,0.67046,0.7283,0.75379,0.78703,0.79996,0.57836,0.7265,0.14114,0.85884,0.10874
0.68743,0.03924,0.75338,0.62461,0.70121,0.80161,0.71363,0.58911,0.70678,0.49164,0.71386,0.62156,0.57634,0.73649,0.11202,0.64757,0.73947,0.59064,0.72681,0.56364,0.67563,0.68167,0.59427,0.31906,0.73774,0.66909,0.68641,0.67016,0.05191,0.61506,0.64248,0.68688,0.70278,0.68685,0.75451,0.45704,0.52917,0.76411,0.43726,0.63396,0.59272,0.58069,0.65208,0.68416,0.41177,0.39772,0.66435,0.30886,0.74227,0.22568
0.64217,0.03375,0.72562,0.60052,0.5289,0.7997,0.63407,0.55241,0.67461,0.56965,0.69372,0.54815,0.61656,0.69948,0.41172,0.64054,0.75315,0.53634,0.67838,0.50777,0.58962,0.60773,0.66867,0.34364,0.74711,0.46409,0.57181,0.69773,0.03888,0.5227,0.68012,0.57084,0.43687,0.6335,0.75273,0.44574,0.50016,0.56792,0.51411,0.44147,0.5272,0.58552,0.52904,0.69693,0.57842,0.4924,0.61391,0.59849,0.44763,0.1253
0.7339,0.04156,0.33422,0.55725,0.51659,0.8183,0.51158,0.19442,0.71154,0.36126,0.74859,0.74717,0.61608,0.83225,0.434,0.73103,0.50009,0.67985,0.80694,0.70378,0.26909,0.44181,0.44539,0.15063,0.78624,0.28479,0.77853,0.51962,0.05125,0.70388,0.2628,0.70204,0.74103,0.59929,0.80106,0.72435,0.20038,0.65892,0.37733,0.71466,0.45461,0.76557,0.54618,0.79779,0.08463,0.21469,0.71942,0.68502,0.83324,0.09901
0.14616,0.0291,0.35044,0.11547,0.08193,0.48311,0.11776,0.06743,0.47291,0.14077,0.25357,0.06281,0.24059,0.08681,0.06581,0.26004,0.1791,0.18709,0.12824,0.07558,0.13463,0.08456,0.3356,0.07663,0.41455,0.17089,0.14095,0.42489,0.16256,0.17581,0.13517,0.35827,0.06112,0.31217,0.43631,0.02483,0.1511,0.05563,0.07207,0.04,0.12771,0.09624,0.14137,0.22763,0.04702,0.08754,0.25716,0.06265,0.20545,0.50489
0.73057,0.03811,0.7571,0.60361,0.65294,0.7915,0.6594,0.6688,0.70666,0.69918,0.71065,0.67354,0.67049,0.78607,0.39887,0.64729,0.77881,0.49014,0.77377,0.64569,0.51916,0.61428,0.65479,0.43365,0.77353,0.61349,0.6247,0.76894,0.05344,0.65863,0.76134,0.69189,0.72204,0.58356,0.78353,0.62185,0.49591,0.38552,0.45888,0.73994,0.58327,0.69288,0.57311,0.74123,0.22945,0.4202,0.65448,0.72585,0.78401,0.17926
0.71116,0.03916,0.58283,0.6722,0.72547,0.71634,0.55551,0.63281,0.73292,0.64564,0.77667,0.64451,0.69101,0.86765,0.06462,0.67446,0.68164,0.71052,0.70058,0.38637,0.13608,0.68219,0.53717,0.19367,0.8004,0.40115,0.66,0.59717,0.05868,0.59244,0.7474,0.63733,0.84736,0.8168,0.74615,0.62253,0.34866,0.76831,0.40504,0.71677,0.25021,0.67272,0.328,0.73506,0.32724,0.28254,0.68493,0.5731,0.79755,0.14665
0.83774,0.03789,0.85333,0.85413,0.86532,0.86077,0.84359,0.49587,0.8078,0.76516,0.89676,0.79628,0.80162,0.96098,0.47854,0.82453,0.86049,0.84877,0.92367,0.83982,0.78139,0.84897,0.5238,0.45741,0.90477,0.56854,0.9295,0.85776,0.05295,0.89748,0.32723,0.85381,0.85758,0.85894,0.87094,0.8861,0.73443,0.64793,0.75709,0.60504,0.74688,0.82993,0.73872,0.89516,0.49123,0.78237,0.80841,0.12115,0.9411,0.06422
0.73265,0.04419,0.73571,0.66523,0.72798,0.83962,0.76315,0.64637,0.77823,0.67632,0.75858,0.66065,0.68327,0.76653,0.67449,0.68822,0.77317,0.68165,0.64457,0.57716,0.69634,0.73155,0.66223,0.34619,0.72879,0.58006,0.7803,0.72303,0.0599,0.65695,0.56547,0.70073,0.84337,0.77,0.79137,0.61382,0.54935,0.78013,0.2146,0.66737,0.56422,0.70824,0.68426,0.79983,0.34579,0.50889,0.70383,0.46913,0.61025,0.14023
0.8103,0.0396,0.90105,0.80464,0.85144,0.81025,0.85202,0.85382,0.82976,0.87866,0.85811,0.76278,0.74748,0.88945,0.30745,0.76403,0.88458,0.81541,0.89742,0.76656,0.51958,0.67762,0.75945,0.53894,0.87395,0.59716,0.84916,0.83301,0.06411,0.83862,0.87138,0.83487,0.27217,0.88919,0.85046,0.77807,0.58197,0.8731,0.20325,0.87236,0.48423,0.8375,0.83355,0.88214,0.40203,0.51261,0.81842,0.84479,0.91159,0.065
0.72126,0.03699,0.78207,0.69236,0.7277,0.82983,0.73277,0.71738,0.73494,0.73093,0.75661,0.69195,0.72116,0.78927,0.62887,0.72883,0.80476,0.64042,0.73022,0.64883,0.70631,0.75771,0.72293,0.54839,0.77517,0.61848,0.76399,0.7538,0.04334,0.69443,0.76028,0.74077,0.70649,0.76138,0.80319,0.64314,0.68398,0.79973,0.56342,0.69446,0.69111,0.70188,0.69903,0.78099,0.64834,0.56373,0.73636,0.7387,0.7794,0.12866
0.81765,0.0364,0.60898,0.84557,0.81803,0.85335,0.84358,0.60446,0.84772,0.61354,0.84689,0.79582,0.78332,0.95722,0.14181,0.82278,0.92339,0.7617,0.91573,0.88596,0.22682,0.58763,0.49997,0.26766,0.90048,0.87649,0.89695,0.77461,0.05452,0.88741,0.12456,0.83643,0.39226,0.89251,0.85832,0.85328,0.48301,0.85332,0.63118,0.71696,0.41182,0.85413,0.8437,0.89129,0.7683,0.76532,0.84533,0.51899,0.93716,0.07222
0.73695,0.04025,0.83591,0.7568,0.85169,0.81184,0.64464,0.76876,0.82111,0.78536,0.5917,0.74703,0.81098,0.81076,0.49641,0.78232,0.90931,0.80724,0.82291,0.74188,0.50182,0.82936,0.44352,0.49092,0.81482,0.79333,0.84337,0.74039,0.0467,0.77941,0.82853,0.76912,0.86998,0.88485,0.87,0.71631,0.72747,0.70535,0.48693,0.82634,0.36304,0.74279,0.64427,0.8519,0.58203,0.67398,0.76964,0.5406,0.86688,0.1144
0.71971,0.03773,0.8026,0.69262,0.68841,0.8386,0.73124,0.66598,0.76867,0.55868,0.72997,0.65006,0.72014,0.75613,0.47359,0.69549,0.83145,0.66276,0.7192,0.55985,0.74636,0.71435,0.62815,0.43539,0.78827,0.62985,0.67846,0.58931,0.06152,0.62446,0.71836,0.7597,0.7312,0.5253,0.79518,0.58528,0.63836,0.78204,0.47894,0.64598,0.62222,0.70207,0.65961,0.70494,0.73891,0.60019,0.68681,0.59694,0.68982,0.20077
